FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,RightToReply,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,EstablishmentDetail_Id,SchemeType,EstablishmentCollection_Id,Hygiene,Structural,ConfidenceInManagement,EstablishmentDetail_Id,Longitude,Latitude,EstablishmentDetail_Id
293696,PI/000001680,AMT Coffee,Takeaway/sandwich shop,7844,Kiosk 3,Broadgate Circle,London,,EC2M 2QS,5,fhrs_5_en-GB,11/25/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,35,FHRS,0,0,0,0,35,-0.083688,51.518998,35
294528,PI/000015274,AMT Coffee,Takeaway/sandwich shop,7844,Retail Unit 3b Lower Concourse,Liverpool Street Station,Liverpool Street,London,EC2M 7PY,5,fhrs_5_en-GB,3/14/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,36,FHRS,0,5,5,0,36,-0.081393,51.519069,36
294031,PI/000007902,Andaz Hotel,Hotel/bed & breakfast/guest house,7842,40 Liverpool Street,London,,,EC2M 7QN,5,fhrs_5_en-GB,4/15/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,37,FHRS,0,5,0,5,37,-0.081234,51.517358,37
294933,PI/000019292,Anokha,Restaurant/Cafe/Canteen,1,2 Creechurch Lane,London,,,EC3A 5AY,3,fhrs_3_en-GB,6/14/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,38,FHRS,0,10,10,10,38,-0.078884,51.513614,38
295287,PI/000110187,Anokha,Restaurant/Cafe/Canteen,1,4 Burgon Street,London,,,EC4V 5DR,3,fhrs_3_en-GB,11/22/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,39,FHRS,0,5,10,10,39,-0.101583,51.512923,39
294795,PI/000018111,Apennino Pizza,Restaurant/Cafe/Canteen,1,Retail Unit 8,Western Courtyard,Devonshire Square,London,EC2M 4AE,3,fhrs_3_en-GB,7/30/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,40,FHRS,0,10,10,10,40,-0.078627,51.516632,40
294802,PI/000018197,Apex Hotel,Hotel/bed & breakfast/guest house,7842,7-9 Copthall Avenue,London,,,EC2R 7NJ,1,fhrs_1_en-GB,9/10/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,41,FHRS,0,15,10,20,41,-0.088106,51.516058,41
376316,PI/000018981,Apex Temple Court Hotel,Hotel/bed & breakfast/guest house,7842,1 Serjeants' Inn,London,,,EC4Y 1LL,3,fhrs_3_en-GB,12/10/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,42,FHRS,0,10,10,10,42,-0.108648,51.513549,42
294476,PI/000014690,Apostrophe,Restaurant/Cafe/Canteen,1,9 St Paul's Churchyard,London,,,EC4M 8AL,3,fhrs_3_en-GB,12/18/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,43,FHRS,0,10,10,5,43,-0.100059,51.513195,43
594059,PI/000024169,Apostrophe,Restaurant/Cafe/Canteen,1,Offices,14 Austin Friars,London,,EC2N 2HE,3,fhrs_3_en-GB,9/16/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,44,FHRS,0,10,10,10,44,-0.085648,51.515919,44
294295,PI/000012757,Apostrophe,Restaurant/Cafe/Canteen,1,Retail Unit,3 St Bride Street,London,,EC4A 4AS,4,fhrs_4_en-GB,1/20/2014,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,45,FHRS,0,10,5,5,45,-0.105018,51.514552,45
426847,PI/000107926,Apostrophe,Restaurant/Cafe/Canteen,1,Retail Unit,50 Gresham Street,London,,EC2V 7AY,5,fhrs_5_en-GB,1/27/2014,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,46,FHRS,0,5,5,5,46,-0.091729,51.514912,46
624704,PI/000025110,Apulia,Restaurant/Cafe/Canteen,1,50 Long Lane,London,,,EC1A 9EJ,3,fhrs_3_en-GB,1/13/2014,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,47,FHRS,0,10,10,10,47,-0.099909,51.519217,47
294137,PI/000009794,Aramark,Restaurant/Cafe/Canteen,1,Central Criminal Court,Old Bailey,London,,EC4M 7EH,4,fhrs_4_en-GB,11/7/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,48,FHRS,0,10,5,5,48,-0.102009,51.515501,48
293648,PI/000000888,Aramark,Restaurant/Cafe/Canteen,1,Little Ship Club,Bell Wharf Lane,London,,EC4R 3TB,4,fhrs_4_en-GB,10/8/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,49,FHRS,0,0,10,0,49,-0.092877,51.510192,49
293966,PI/000006768,"Aramark, A.B.I.",Restaurant/Cafe/Canteen,1,51-55 Gresham Street,London,,,EC2V 7EL,5,fhrs_5_en-GB,11/18/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,50,FHRS,0,5,5,5,50,-0.094255,51.515861,50
294845,PI/000018707,"Aramark, Cafe Néo",Restaurant/Cafe/Canteen,1,3 Minster Court,London,,,EC3R 7DD,3,fhrs_3_en-GB,9/23/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,51,FHRS,0,10,10,10,51,-0.081083,51.510332,51
294254,PI/000012107,"Aramark, JP Morgan",Restaurant/Cafe/Canteen,1,60 Victoria Embankment,London,,,EC4Y 0JP,4,fhrs_4_en-GB,2/28/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,52,FHRS,0,0,10,5,52,-0.105873,51.512003,52
294373,PI/000013632,"Aramark, JP Morgan Chase Bank",Restaurant/Cafe/Canteen,1,10 Aldermanbury,London,,,EC2V 7RF,5,fhrs_5_en-GB,6/18/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,53,FHRS,0,0,0,5,53,-0.093681,51.516131,53
294522,PI/000015208,"Aramark, MMC Marsh",Restaurant/Cafe/Canteen,1,Tower Place West,Tower Place,London,,EC3R 5BU,5,fhrs_5_en-GB,10/3/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,54,FHRS,0,0,5,0,54,-0.080216,51.509023,54
294571,PI/000015823,"Aramark, National Australia",Restaurant/Cafe/Canteen,1,88 Wood Street,London,,,EC2V 7DA,5,fhrs_5_en-GB,11/27/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,55,FHRS,0,5,5,5,55,-0.094462,51.517115,55
430546,PI/000021745,"Aramark, Unisys",Restaurant/Cafe/Canteen,1,51-55 Gresham Street,London,,,EC2V 7EL,5,fhrs_5_en-GB,11/18/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,56,FHRS,0,5,5,5,56,-0.094255,51.515861,56
605709,PI/000024815,Aramark@ Express Newpapers,Restaurant/Cafe/Canteen,1,10 Lower Thames Street,London,,,EC3R 6EN,5,fhrs_5_en-GB,11/15/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,57,FHRS,0,5,5,0,57,-0.084999,51.509056,57
294293,PI/000012575,Aran Caterers Ltd,Takeaway/sandwich shop,7844,Retail Unit,25 Wormwood Street,London,,EC2M 1RP,3,fhrs_3_en-GB,5/24/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,58,FHRS,0,10,10,10,58,-0.082572,51.516408,58
294150,PI/000009884,Arnold & Porter,Restaurant/Cafe/Canteen,1,"Tower 42, International Financial Centre",25 Old Broad Street,London,,EC2N 1HQ,5,fhrs_5_en-GB,2/26/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,59,FHRS,0,0,5,0,59,-0.084103,51.5153,59
295154,PI/000021470,Arrosto,Takeaway/sandwich shop,7844,116 Cannon Street,London,,,EC4N 6AS,3,fhrs_3_en-GB,10/2/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,60,FHRS,0,10,10,10,60,-0.087256,51.5109,60
579928,PI/000023329,Artigiano,Restaurant/Cafe/Canteen,1,Retail Unit 1,70 St Paul's Churchyard,London,,EC4M 7DX,1,fhrs_1_en-GB,7/12/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,61,FHRS,0,10,15,20,61,-0.098635,51.514512,61
294598,PI/000016146,Artizan catering at Commerzbank,Restaurant/Cafe/Canteen,1,30 Gresham Street,London,,,EC2V 7PG,5,fhrs_5_en-GB,7/1/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,62,FHRS,0,0,0,5,62,-0.093002,51.51514,62
564580,PI/000024268,Artizan catering at Commerzbank,Restaurant/Cafe/Canteen,1,30 Gresham Street,London,,,EC2V 7PG,5,fhrs_5_en-GB,7/2/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,63,FHRS,0,0,5,5,63,-0.093002,51.51514,63
493428,PI/000022965,Artizian @ Chaucer,Restaurant/Cafe/Canteen,1,"Offices, Plantation Place",30 Fenchurch Street,London,,EC3M 3BD,5,fhrs_5_en-GB,2/22/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,64,FHRS,0,5,5,5,64,-0.082274,51.511143,64
295113,PI/000020951,"Artizian Catering, Rabobank Int",Restaurant/Cafe/Canteen,1,Thames Court,1 Queenhithe,London,,EC4V 3DX,4,fhrs_4_en-GB,10/7/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,65,FHRS,0,5,10,0,65,-0.094596,51.510795,65
293808,PI/000003166,Assenheims 56,Takeaway/sandwich shop,7844,24 Copthall Avenue,London,,,EC2R 7DN,1,fhrs_1_en-GB,8/27/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,66,FHRS,0,15,15,20,66,-0.087105,51.516572,66
418843,PI/000021718,Assenheims Catering Ltd,Takeaway/sandwich shop,7844,Ground Floor Retail Unit,19-21 Great Tower Street,London,,EC3R 5AR,1,fhrs_1_en-GB,11/27/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,67,FHRS,0,10,5,20,67,-0.081269,51.509679,67
294645,PI/000016435,Asta,Takeaway/sandwich shop,7844,4-6 The Arcade,Liverpool Street,London,,EC2M 7PN,2,fhrs_2_en-GB,7/24/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,68,FHRS,0,10,15,10,68,-0.082608,51.517263,68
294082,PI/000008867,Asta 3,Restaurant/Cafe/Canteen,1,3 Middlesex Street,London,,,E1 7AA,3,fhrs_3_en-GB,10/2/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,69,FHRS,0,10,10,10,69,-0.075911,51.515076,69
595333,PI/000024595,Autograph Foodservice,Restaurant/Cafe/Canteen,1,"DP World London Gateway, Gate 2, The Manorway","Stanford-Le-Hope, Essex",,,SS17 9PD,3,fhrs_3_en-GB,10/9/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,70,FHRS,0,10,10,5,70,0.477225,51.514211,70
294754,PI/000017450,"Avanance, Dechert LLP",Restaurant/Cafe/Canteen,1,160 Queen Victoria Street,London,,,EC4V 4BF,5,fhrs_5_en-GB,8/13/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,71,FHRS,0,5,5,5,71,-0.10259,51.512274,71
294552,PI/000015576,Avanta London Ltd with Snack Bar,Restaurant/Cafe/Canteen,1,23 Austin Friars,London,,,EC2N 2QP,5,fhrs_5_en-GB,3/5/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,72,FHRS,0,5,0,0,72,-0.086177,51.515658,72
293873,PI/000005486,Avenance,Other catering premises,7841,Norwich Union House,51-54 Fenchurch Street,London,,EC3M 3LA,Exempt,fhrs_exempt_en-GB,1/26/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,73,FHRS,0,,,,73,-0.080544,51.511834,73
294737,PI/000017272,"Avenance, Aspen Re",Restaurant/Cafe/Canteen,1,"Offices, Plantation Place",30 Fenchurch Street,London,,EC3M 3BD,5,fhrs_5_en-GB,9/26/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,74,FHRS,0,5,5,0,74,-0.082274,51.511143,74
294740,PI/000017285,"Avenance, Aviva",Restaurant/Cafe/Canteen,1,1 Poultry,London,,,EC2R 8EJ,5,fhrs_5_en-GB,8/13/2012,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,75,FHRS,0,0,0,0,75,-0.090875,51.513262,75
294121,PI/000009468,"Avenance, Baker & McKenzie",Restaurant/Cafe/Canteen,1,100 New Bridge Street,London,,,EC4V 6JA,4,fhrs_4_en-GB,7/1/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,76,FHRS,0,0,10,0,76,-0.103784,51.513381,76
568332,PI/000024309,"Avenance, Hospitality Kitchen",Restaurant/Cafe/Canteen,1,100 New Bridge Street,London,,,EC4V 6JA,5,fhrs_5_en-GB,7/1/2013,,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,77,FHRS,0,0,5,0,77,-0.103784,51.513381,77
